,Load,Stiffness
164,4,622.9223137796956
165,4,619.0829401094184
166,4,620.8814094987363
167,4,613.6214795323671
168,4,617.1633444523568
169,4,620.4979375540598
170,4,634.9385399053281
171,4,625.6329503060836
172,4,622.3199763387696
173,4,621.1345268
174,4,615.9842233151322
175,4,619.0729667
176,4,618.2342295747967
177,4,616.7999509
178,4,615.2544058047364
179,4,621.8820659105916
180,4,619.1160163627604
181,4,618.2753211475184
182,4,619.8842148026753
183,4,620.8153250078198
184,4,615.3933598788959
185,4,617.3155916040981
186,4,616.5737630829997
187,4,615.6182243202287
188,4,620.0575224421332
189,4,623.1115749
190,4,620.7040975064284
191,4,621.4925898313863
192,4,615.6742462575139
193,4,626.4823302
194,4,616.4655064841611
195,4,615.4184500339866
196,4,617.9451175208304
197,4,624.0717100825037
198,4,619.3753594758549
199,4,620.4999198
200,4,605.4912340420547
201,4,626.6484718592011
202,4,613.6223947540738
203,4,617.2468468
204,4,619.8540128114505
205,4,618.6739414
206,4,620.6277672629345
207,4,618.2502646194463
208,4,628.9891414760649
209,4,612.8254549854948
210,4,618.1020561544033
211,4,617.0285104131807
212,4,622.339623
213,4,625.9742498294066
214,4,611.2571334400142
215,4,615.8214897961913
216,4,608.0820309679194
217,4,609.4481300045385
218,4,613.5595263903951
219,4,617.8980693520172
220,4,614.8041611063435
221,4,619.6226188995706
222,4,617.6234894199489
223,4,625.8699689356622
224,4,622.1168612582684
225,4,603.2902314086734
226,4,625.2158311
227,4,609.93708
228,4,610.7475204892102
229,4,610.4590693662979
230,4,621.9670009355657
231,4,613.3105359150774
232,4,620.8126460355176
233,4,620.5173122432512
234,4,610.9828312419532
235,4,623.2960717143256
236,4,619.8083695703525
237,4,621.8740461042684
238,4,613.1925207642761
239,4,629.2898538360766
240,4,616.7242641111469
241,4,633.3753501167456
242,4,615.8009079354242
243,4,617.0394033649786
244,4,615.6203591105719
245,4,616.928693
246,4,616.9454995003146
247,4,618.2982944
248,4,619.8407950630188
249,4,614.8017124123647
250,4,617.7661959978072
251,4,619.5448723565642
252,4,617.8107741530331
253,4,619.6806830400719
254,4,619.9120117764434
255,4,619.1269989263023
256,4,614.2965370460113
257,4,624.8580415695027
258,4,620.9659914479697
259,4,627.3686448592221
260,4,612.5072394768318
261,4,619.1835108079175
262,4,616.9407282555896
263,4,620.5450706350297
264,4,617.2075916175136
265,4,621.6276485
266,4,619.0400523
267,4,619.3300987251881
268,4,617.8923185768426
269,4,620.2225327452802
270,4,620.9889521220875
271,4,615.6940932718866
272,4,604.2654614908021
273,4,619.5342238088868
274,4,618.5361071
275,4,612.2518735536725
276,4,615.2546149399877
277,4,616.2150032832423
278,4,623.8960681602973
279,4,614.3495505511121
280,4,609.1130458430677
281,4,617.7043019187397
282,4,616.5229825119948
283,4,622.7653653281201
284,4,619.4873996786355
285,4,619.6750297071882
286,4,609.1227631448473
287,4,615.7860189369329
288,4,616.7535875495373
289,4,617.7264679
290,4,614.2500565929861
291,4,614.2761281865431
292,4,620.9490270270011
293,4,625.5482716628457
294,4,605.1870432941479
295,4,622.1411422919474
296,4,624.1596278842231
297,4,618.0609013978781
298,4,614.0370154399952
299,4,616.7689635944275
300,4,618.1490049482736
301,4,629.9451975916727
302,4,619.8446903063721
303,4,625.2802916003945
304,4,614.9255075562094
305,4,620.2419981536245
306,4,618.5406865755076
307,4,613.1593669167371
308,4,621.3289844765801
309,4,629.9103512901132
310,4,617.4451576883773
311,4,618.3556818468177
312,4,621.0828578
313,4,615.7127980417154
314,4,626.7251843342044
315,4,616.5201854
316,4,613.1413412
317,4,615.3058310834399
318,4,616.2870274
319,4,623.2313230292722
320,4,621.1014458
321,4,619.5111665005974
322,4,608.5610338716859
323,4,616.7400942881762
324,4,615.4162959573179
325,4,621.2082606852612
326,4,612.8790135949954
327,4,615.5201051670209
328,4,616.3520440751378
329,4,610.2098356
330,4,613.3665321618761
331,4,617.1319829304408
332,4,616.7207900517913
333,4,613.9423561915683
334,4,617.4813507
335,4,622.1612139955786
336,4,618.3318618148205
337,4,621.0983849223965
338,4,615.4648798965455
339,4,611.0284565020323
340,4,618.5341783644764
341,4,614.7241544408844
342,4,626.7233659176984
343,4,618.8945519673285
344,4,612.8532866860371
345,4,618.6417300000197
346,4,619.2612360846753
347,4,612.5486719304695
348,4,618.9196430344241
349,4,620.1329734024225
350,4,618.7669491976873
351,4,620.1279394575413
352,4,617.4138358177203
353,4,614.4765279628848
354,4,625.3342090502261
355,4,623.7536639751844
356,4,617.8901227
357,4,621.2283598244838
358,4,618.5991640164343
359,4,620.1876119304534
360,4,616.8470085556143
361,4,607.0005159
362,4,616.8033423949419
363,4,608.7860875496914
364,4,614.7131992521133
365,4,620.4932613383687
366,4,618.4358297706991
367,4,620.4184878786067
368,4,620.4957936306212
369,4,615.6921303404251
370,4,612.2007961
371,4,618.8791403491682
372,4,616.0045333745069
373,4,620.6904745855625
374,4,611.2063190626544
375,4,613.5119246621181
376,4,630.2064651627443
377,4,621.7548112881099
378,4,620.3142298658856
379,4,619.9963566076872
380,4,615.6732433
381,4,618.7628953014414
382,4,614.2505227
383,4,612.7589176732138
384,4,618.7761308140842
385,4,624.3667540793218
386,4,618.3914104
387,4,615.9193429619163
388,4,605.7910558610267
389,4,616.9326262653435
390,4,611.2298871483025
391,4,615.1341872552449
392,4,618.9691186053882
393,4,614.7520875055253
394,4,620.4872647
395,4,612.4508857635473
396,4,618.4610813
397,4,616.1982617370526
398,4,618.2511781141972
399,4,623.6363308982799
400,8,623.0904490347813
401,8,646.2631820987853
402,8,642.5411613114642
403,8,642.1039044517452
404,8,647.7967452038549
405,8,645.8469797858905
406,8,641.2679049712767
407,8,643.2324963784948
408,8,637.6426404135872
409,8,643.6730635454604
410,8,641.4693226540726
411,8,640.2371615827446
412,8,646.1346603701884
413,8,642.0946637141574
414,8,641.4467642079072
415,8,639.4513620424855
416,8,641.8750074591941
417,8,637.4452774303988
418,8,643.4162235430837
419,8,640.6828799603869
420,8,641.0891651024638
421,8,640.2746376
422,8,642.0219538763741
423,8,642.7195554115197
424,8,638.9645034
425,8,641.2818134934813
426,8,643.2174059162828
427,8,645.3399139158074
428,8,642.1346492325481
429,8,642.6080503533819
430,8,642.6411128469894
431,8,638.9786778894713
432,8,639.2575205024884
433,8,645.1987130836497
434,8,641.2618127071502
435,8,643.1855730455966
436,8,640.7915461092573
437,8,643.2558718346374
438,8,640.4438157170398
439,8,645.4425289605101
440,8,643.4476712998123
441,8,643.7773780804017
442,8,646.7208369498915
443,8,644.7569526620728
444,8,640.9400028887903
445,8,636.0041459759467
446,8,639.5146804731498
447,8,641.4922088278998
448,8,641.1816829
449,8,646.0266925886906
450,8,640.0607544693871
451,8,640.3718713458735
452,8,643.8000071607353
453,8,643.0948013832611
454,8,637.2524455016247
455,8,642.7990207246211
456,8,642.0829592468635
457,8,642.9673831376895
458,8,642.2376863297085
459,8,642.4049928372195
460,8,642.9362193121925
461,8,643.9603823706494
462,8,641.4909975276883
463,8,644.1081211476869
464,8,644.5679754965332
465,8,645.1501522405725
466,8,642.7349276185976
467,8,646.5649729688669
468,8,645.4509878
469,8,645.9119044117235
470,8,640.8223195589712
471,8,641.3047161
472,8,642.4144738791186
473,8,640.5892965791435
474,8,644.6860386212521
475,8,643.8019330305204
476,8,642.0734123545819
477,8,644.1316600868583
478,8,646.0414213166752
479,8,644.4027130327132
480,8,639.711451
481,8,644.153478
482,8,642.1947410389523
483,8,642.6347751
484,8,646.3397399747341
485,8,649.3542904198227
486,8,646.5985691604222
487,8,639.5266999894625
488,8,642.9747408143733
489,8,645.0348878222936
490,8,646.7755826906346
491,8,644.5711094334584
492,8,643.4803130647668
493,8,640.1200905608038
494,8,644.0389429243638
495,8,643.4353843903635
496,8,643.1886103
497,8,644.3893168749793
498,8,645.6933680066539
499,8,640.6504238056298
500,8,644.0963582475164
501,8,643.9595635579973
502,8,645.5783240495211
503,8,647.0537625983964
504,8,644.2326703374307
505,8,642.2707261740353
506,8,639.4119748204241
507,8,644.7782152010454
508,8,646.4954181
509,8,646.1218507799921
510,8,648.9074371201121
511,8,642.3354676444815
512,8,642.6559802871811
513,8,646.3636560619062
514,8,644.2224684305919
515,8,644.0253775511688
516,8,643.5469549664323
517,8,642.3661693
518,8,651.7909619
519,8,647.7066475313537
520,8,654.108416
521,8,642.4895785270717
522,8,639.4973870865736
523,8,645.1969058852845
524,8,647.2821903755313
525,8,640.5606429115471
526,8,644.3065051067123
527,8,646.0726558131174
528,8,649.0171499661218
529,8,648.1582513826128
530,8,643.6446968985158
531,8,645.2592538234211
532,8,645.2245342797734
533,8,645.8192133683353
534,8,644.9269321479474
535,8,642.5752059019309
536,8,644.9731888177196
537,8,647.0172422252803
538,8,646.3016577124836
539,8,644.1950696137635
540,8,645.8551374797999
541,8,644.3060761544001
542,8,645.7952689461978
543,8,645.2787638548152
544,8,644.9492831989048
545,8,640.5028977703188
546,8,644.8154971902638
547,8,644.3202583984494
548,8,647.5592663329292
549,8,645.9392028070374
550,8,642.3374422744128
551,8,645.8156193515721
552,8,645.9773139465748
553,8,648.2417093232623
554,8,648.0358970145616
555,8,646.2503912667992
556,8,646.8618350628973
557,8,646.8565310417414
558,8,642.0599528
559,8,644.9500669810443
560,8,644.5113864925061
561,8,648.1165781628331
562,8,645.7997923851206
563,8,645.4818281398764
564,8,647.1658112212365
565,8,646.7915669710167
566,8,645.0504913777722
567,8,642.8442591998114
568,8,647.8433928183867
569,8,642.7003650076233
570,8,643.4680854006039
571,8,646.6630860807625
572,8,647.1478717016665
573,8,645.5990430199017
574,8,648.1866955891769
575,8,644.5506244055354
576,8,645.6880661806086
577,8,647.9192666186707
578,8,648.5425992586419
579,8,644.8856939142926
580,8,645.7543595929764
581,8,647.2163792238863
582,8,650.8143439881824
583,8,645.5735018867923
584,8,646.6264785097791
585,8,647.2929708405977
586,8,648.5807757237885
587,8,644.7454772612382
588,8,647.6549935558489
589,8,646.4733538564938
590,8,651.1692563400252
591,8,645.2999949
592,8,646.3679984613765
593,8,647.8472916452009
594,8,643.2776650870002
595,8,644.9850226369152
596,8,646.2868785042962
597,8,649.2567239
598,8,646.301976
599,8,647.3217447016821
600,8,3270.9787423853127
601,8,641.0209708179242
602,8,643.6965673285928
603,8,647.1250810391235
604,8,655.5441230059656
605,8,649.2100818
606,8,650.3618942114524
607,8,647.1225500904586
608,8,651.6635628519148
609,8,655.9381572199088
610,8,643.3127601
611,8,645.8356272770147
612,8,646.8955835836578
613,8,648.2442824
614,8,648.0365707814045
615,8,648.3741613649611
616,8,648.7279776105362
617,8,644.7236177
618,8,651.1195589566297
619,8,647.7744439004422
620,8,642.9117835026653
621,8,645.0416702756518
622,8,651.4915553194337
623,8,650.3893966860677
624,8,647.3456134553113
625,8,647.5767382
626,8,652.1678155804296
627,8,646.6130199207211
628,8,646.7097042736106
629,8,650.6661137278016
630,8,646.6330086
631,8,649.9995432640362
632,8,647.3869031469394
633,8,651.2381248172059
634,8,652.8452389526961
635,8,647.7397938982965
636,8,650.2838459138761
637,8,647.6973438879052
638,8,643.2235541639952
639,8,650.0527390428191
640,8,647.2430103588313
641,8,650.1803658064418
642,8,649.8287681563847
643,8,651.4656872114468
644,8,649.0475339258358
645,8,651.9646198900521
646,8,653.0706994529558
647,8,650.4958021640963
648,8,651.7374124996319
649,8,653.7186197871548
650,8,653.5231904613358
651,8,650.2974001417823
652,8,649.2625882518203
653,8,647.3251175148812
654,8,653.0542199546658
655,8,647.2792657329907
656,8,641.6406725807418
657,8,648.3126484566693
658,8,652.1025297823736
659,8,653.4045593835261
660,8,648.6648991
661,8,653.3500072968011
662,8,646.3534788448962
663,8,648.3735638281099
664,8,648.9165915367637
665,8,650.6117658121947
666,8,650.1859303
667,8,648.5387567687926
668,8,649.0863646410648
669,8,651.3218153518001
670,8,651.0280697938299
671,8,649.4983348480845
672,8,650.7055922209518
673,8,654.0985304224038
674,8,649.7005706812338
675,8,651.3556996082357
676,8,649.6852652089087
677,8,642.1710656568292
678,8,655.6235580027128
679,8,650.8737553683865
680,8,650.7076075937366
681,8,647.7137728293593
682,8,650.8576192192097
683,8,648.7552534489907
684,8,652.6529840292912
685,8,647.7535352816351
686,8,651.3046318621946
687,8,649.9194319203677
688,8,651.546972
689,8,644.4385594135407
690,8,649.2185598861664
691,8,652.1544397897118
692,8,654.5615494715234
693,8,658.0741843
694,8,651.6472166
695,8,650.3522935224969
696,8,650.2453548317014
697,8,654.7559444341181
698,8,651.9901677701771
699,8,651.3639156400578
700,8,651.0132840781162
701,8,649.9950813250744
702,8,651.3498116259725
703,8,651.1624871863855
704,8,650.2211258308196
705,8,652.9579847334617
706,8,649.2186329697175
707,8,651.3672569164769
708,8,653.6533738734356
709,8,649.5341370469869
710,8,650.3063885599889
711,8,647.1659344034232
712,8,650.6180551
713,8,650.9533016541986
714,8,653.1006054975903
715,8,657.4554420571934
716,8,649.0053621
717,8,649.8485570906474
718,8,649.9271235767931
719,8,648.9028542706709
720,8,648.6168653455312
721,8,651.1286553
722,8,652.6864758741572
723,8,652.9250593861295
724,8,652.6919981658823
725,8,648.6070426577991
726,8,655.6799675594852
727,8,651.8075630684934
728,8,653.0668115820655
729,8,650.7423763251647
730,8,647.6824312551423
731,8,651.0830226172873
732,8,650.2532588534449
733,8,658.7974594515581
734,8,646.1205871891462
735,8,653.0102856291076
736,8,650.3561129316261
737,8,651.4353650010803
738,8,652.9903139763669
739,8,649.4364679876865
740,8,653.1452915796704
741,8,650.9283853064268
742,8,650.3225010761752
743,8,648.3502425347527
744,8,650.9354817534912
745,8,649.3347590927198
746,8,651.0496732217605
747,8,650.6528460666672
748,8,651.1249517212941
749,8,653.6684519
750,8,656.9013624492346
751,8,650.1274457848839
752,8,648.0233398
753,8,652.0544010618029
754,8,645.9207894430523
755,8,651.1532196
756,8,651.2334907
757,8,649.4269754125374
758,8,648.1806066331204
759,8,656.6454936250643
760,8,649.4443693772077
761,8,651.3037573
762,8,645.3898047384635
763,8,651.4444772
764,8,651.3140493166785
765,8,650.6521693337482
766,8,650.9396065364783
767,8,657.5744700544877
768,8,649.5381503515466
769,8,649.7325868454205
770,8,650.5760975645903
771,8,648.1964800928271
772,8,652.9546893886541
773,8,646.9412789754522
774,8,645.4877647887278
775,8,652.7261248652234
776,8,649.3703713229567
777,8,652.4279042528668
778,8,650.1444724131175
779,8,650.3414867187167
780,8,650.6232345172081
781,8,648.0538620325867
782,8,652.4430765108687
783,8,650.3076101709531
784,8,652.3086619959926
785,8,652.4692077614312
786,8,648.2422158861499
787,8,659.5926760067726
788,8,648.7267520322727
789,8,653.7025103071184
790,8,647.3277226199386
791,8,646.1891449107866
792,8,652.9256378060603
793,8,651.7770727539626
794,8,653.0661548343936
795,8,643.8438198030998
796,8,650.3200027881467
797,8,650.1158363
798,8,648.9713416
799,8,649.1384552643048
800,12,-405.1608278
801,12,671.5947937968402
802,12,669.4819896678214
803,12,670.1215657196633
804,12,666.1251316
805,12,670.9965230806691
806,12,670.8654891484834
807,12,671.0249676
808,12,674.7286236076038
809,12,668.7411235062049
810,12,671.4827915625928
811,12,670.3822974515037
812,12,668.7999092072223
813,12,669.8125967911681
814,12,672.6047935519556
815,12,670.0944972
816,12,668.7933233180225
817,12,668.7382833888635
818,12,671.1904215869682
819,12,670.1997605716587
820,12,669.3607392997742
821,12,667.6037244751503
822,12,672.1867136822357
823,12,669.8239522996621
824,12,666.531169
825,12,670.9642101982661
826,12,669.8264542
827,12,666.8843199067591
828,12,668.9576246207287
829,12,671.7142961144343
830,12,669.4867204
831,12,670.3829938697766
832,12,668.6523926879935
833,12,669.6148475
834,12,665.1835397067263
835,12,674.0836844900505
836,12,669.1479891395802
837,12,667.5273817863371
838,12,670.4104645561124
839,12,666.2255013437897
840,12,666.4470644988252
841,12,669.9918363541072
842,12,670.4516102309956
843,12,669.6558259734196
844,12,670.8090999999712
845,12,668.9898474438426
846,12,665.4123866505726
847,12,666.7561652744263
848,12,666.0816593629322
849,12,671.8240981567774
850,12,669.9155382799945
851,12,671.3967204168418
852,12,668.9754415277655
853,12,666.5794676989498
854,12,667.3641048243443
855,12,667.1784637428069
856,12,670.5571948215809
857,12,673.6163436564322
858,12,669.9082109014147
859,12,668.1818116468237
860,12,668.0076522164233
861,12,671.4776828273718
862,12,666.4366705
863,12,671.6108480594678
864,12,670.6280491431435
865,12,670.0779495267191
866,12,667.3705942629286
867,12,669.1293443154556
868,12,665.4816351468018
869,12,671.0497390976063
870,12,670.7900035136399
871,12,669.6904374171658
872,12,669.2749067987847
873,12,671.1231045815267
874,12,667.7446643
875,12,671.9295341
876,12,667.0848746741011
877,12,667.6873770896857
878,12,667.6284180110131
879,12,666.1133237666422
880,12,667.4586049
881,12,666.4503244
882,12,667.5899209761113
883,12,665.2181952148345
884,12,671.9850104974511
885,12,671.6798524134274
886,12,669.7335821060766
887,12,666.4062108312496
888,12,669.4993986185059
889,12,670.4877976
890,12,669.1588980032184
891,12,669.3961963332627
892,12,671.3949665
893,12,667.3668108361361
894,12,667.2819413227453
895,12,668.8468846738481
896,12,666.2040500628054
897,12,669.0997831651488
898,12,670.0451925
899,12,667.4145865916296
900,12,668.1297601
901,12,667.2472673961512
902,12,667.2680638548555
903,12,664.7395060358682
904,12,667.3634667067637
905,12,662.9780652496404
906,12,667.8959229143854
907,12,664.2090403210143
908,12,665.5251932739458
909,12,667.7963220729422
910,12,666.7253003411937
911,12,665.8265141198854
912,12,666.3850414363258
913,12,668.8181659792886
914,12,664.3791967413767
915,12,667.2185007142022
916,12,664.7649216891758
917,12,666.5307741746659
918,12,665.5624813
919,12,666.8549642828342
920,12,666.1263098
921,12,666.3991422014241
922,12,666.3171976325807
923,12,667.5494307214601
924,12,665.5582092933039
925,12,665.8534133339365
926,12,667.6140056271325
927,12,666.1945837268199
928,12,666.6808709464967
929,12,668.4168183211268
930,12,667.4502612808193
931,12,665.8688134605366
932,12,667.2374964603014
933,12,666.4635326767966
934,12,667.0895095106704
935,12,669.0052392033041
936,12,670.6997542812901
937,12,668.6788914758697
938,12,668.1251132975596
939,12,671.5622958073762
940,12,669.2978373767944
941,12,668.3436878608113
942,12,671.6435767216507
943,12,667.2050938900977
944,12,663.6083489061798
945,12,664.2276410204262
946,12,667.7371401804876
947,12,666.4207598585416
948,12,667.1727107920739
949,12,668.0640932022225
950,12,667.1513337526789
951,12,669.6971665560498
952,12,668.4800747719042
953,12,667.9523018224814
954,12,668.2342928193441
955,12,669.9214964822081
956,12,666.6272978
957,12,670.9904704818119
958,12,668.0266408223112
959,12,669.8027824498491
960,12,667.0745363955696
961,12,672.6613072247126
962,12,667.5918146731794
963,12,669.7473000997186
964,12,667.7113786055669
965,12,665.8466486082607
966,12,664.2034792083625
967,12,668.3093216216289
968,12,666.1498265007043
969,12,667.9268981526554
970,12,666.3204753651021
971,12,665.1520555616418
972,12,670.0816144831922
973,12,668.3268000360011
974,12,669.9073701865567
975,12,667.9921332765701
976,12,670.6682832979241
977,12,668.0087927912506
978,12,667.1512036067465
979,12,667.4563887233668
980,12,669.5565005310277
981,12,666.2228761264341
982,12,669.7451365339074
983,12,669.1225411
984,12,667.4313700282568
985,12,667.6072698654743
986,12,665.2264776946558
987,12,669.2769061280394
988,12,667.9380722
989,12,668.7209806773096
990,12,667.4109951344077
991,12,668.3451318405215
992,12,664.5924106516409
993,12,665.8043707
994,12,669.5118724704915
995,12,667.5428080186034
996,12,667.5999696663341
997,12,669.7720437187497
998,12,668.2940930877824
999,12,670.0638224232567
1000,12,1705.4313372671243
1001,12,665.9749607572412
1002,12,665.0367291176667
1003,12,667.4219235047887
1004,12,666.5214252892338
1005,12,670.1667770002165
1006,12,666.2937549067062
1007,12,666.3409688685124
1008,12,664.4870294
1009,12,668.5119225436874
1010,12,667.5910270987284
1011,12,666.4075140709767
1012,12,665.9720707330307
1013,12,669.2030436983212
1014,12,667.2155899346408
1015,12,666.9299540455881
1016,12,666.9345734919787
1017,12,664.9840446
1018,12,665.2330312735962
1019,12,666.4480110637535
1020,12,663.7593120287588
1021,12,668.5442105586442
1022,12,668.5934903878436
1023,12,668.4753700687284
1024,12,667.0547028630715
1025,12,665.7262343353593
1026,12,666.6468742078648
1027,12,664.2648918
1028,12,672.1921174560381
1029,12,667.0846754617509
1030,12,670.4002771
1031,12,667.1737641777278
1032,12,666.6400315199095
1033,12,666.2258128236319
1034,12,664.5353424636176
1035,12,663.5144420665538
1036,12,662.7590692605955
1037,12,670.7017397431327
1038,12,669.1899249408553
1039,12,667.080339
1040,12,670.4739191683361
1041,12,668.8059498017026
1042,12,667.5411852147721
1043,12,668.9063372644065
1044,12,667.1923761
1045,12,667.0958131
1046,12,666.9380789
1047,12,666.5019684935364
1048,12,664.7155119
1049,12,667.8745527391611
1050,12,666.6768617310197
1051,12,669.2622445640355
1052,12,665.7172038416857
1053,12,667.7159649
1054,12,669.6787407186799
1055,12,663.8268912605616
1056,12,664.4718984
1057,12,665.5013417571164
1058,12,665.5623704162095
1059,12,666.2071069804052
1060,12,667.2393999958933
1061,12,666.1460418751724
1062,12,667.4876532
1063,12,666.7831164451849
1064,12,666.6021647379004
1065,12,665.639978
1066,12,666.6241685223127
1067,12,666.0634846404972
1068,12,665.9810799
1069,12,666.3764784698784
1070,12,665.0896021230272
1071,12,665.5924581382255
1072,12,668.4267777753402
1073,12,665.7518623672858
1074,12,667.2586739552504
1075,12,665.0243312560876
1076,12,664.3726939032449
1077,12,665.4400595607925
1078,12,666.5092278134645
1079,12,666.9090811540699
1080,12,668.0769772080143
1081,12,669.1836294521504
1082,12,666.4966024142097
1083,12,670.0057350650443
1084,12,668.5331837422026
1085,12,670.5737461770458
1086,12,669.1894718
1087,12,668.5451606142188
1088,12,667.6893093391227
1089,12,667.7711280136663
1090,12,663.3885885296173
1091,12,666.2978188593233
1092,12,664.8221593215642
1093,12,668.7605671
1094,12,662.1052178211853
1095,12,670.3791517448259
1096,12,666.3174198366274
1097,12,664.5315473529389
1098,12,669.2167386842486
1099,12,668.5947385137852
1100,12,668.1625328147411
1101,12,669.1746228421647
1102,12,669.2663474034044
1103,12,669.6310939
1104,12,668.8224907831087
1105,12,669.6424594795723
1106,12,665.5292994324595
1107,12,665.5100158909237
1108,12,666.8807258846257
1109,12,667.5271354825669
1110,12,671.3510380774121
1111,12,668.1021568291553
1112,12,670.4799484115099
1113,12,668.4110702
1114,12,667.7643450203141
1115,12,673.7487544099038
1116,12,671.3312095
1117,12,668.7156401607629
1118,12,663.5361442488698
1119,12,666.4700893229386
1120,12,666.8271008767819
1121,12,667.3468789849527
1122,12,667.2956213993723
1123,12,668.1490507324435
1124,12,668.5923750184495
1125,12,670.3985299051031
1126,12,664.7675746446951
1127,12,665.8528507
1128,12,668.6077819
1129,12,662.0885631179949
1130,12,665.3752336129216
1131,12,670.7447799553215
1132,12,669.0715718375764
1133,12,666.9607806873757
1134,12,667.5937483722014
1135,12,668.3985331164884
1136,12,665.9808636354567
1137,12,666.4073693
1138,12,667.199199
1139,12,668.7763867177525
1140,12,665.0547195422802
1141,12,666.2858696669584
1142,12,665.5275785436261
1143,12,666.2313382916591
1144,12,667.3137007840749
1145,12,668.1741732
1146,12,669.3151339996404
1147,12,669.6225948762606
1148,12,664.9634371
1149,12,665.8967620869041
1150,12,668.6992765244377
1151,12,664.5617001990065
1152,12,668.2965009726045
1153,12,664.5334496218454
1154,12,666.8628330069423
1155,12,663.3796223077641
1156,12,669.8451088075099
1157,12,666.6867514696027
1158,12,666.6164328184736
1159,12,669.7128495
1160,12,670.2077485981222
1161,12,671.2421872456924
1162,12,666.4969710471055
1163,12,664.9567527066436
1164,12,667.3563918807896
1165,12,667.5114193747928
1166,12,670.5259974192908
1167,12,669.2860162066827
1168,12,666.3031882812943
1169,12,666.8252735378339
1170,12,668.1572037994041
1171,12,669.1213710154894
1172,12,669.6503394646835
1173,12,670.7550832
1174,12,665.3130181300104
