Load,Stiffness
4,590.0610019124418
4,615.9535277488708
4,611.7396851188113
4,617.9942117691108
4,615.9951855470379
4,613.5201851
4,617.2643978006533
4,617.8436979890732
4,609.3243418
4,611.6634997581397
4,615.0403951509999
4,617.9634788
4,618.4733912
4,618.0615689700201
4,617.7428644028311
4,616.7722306256419
4,620.8873312655074
4,618.4298601396512
4,626.8939774755689
4,620.1301452982226
4,618.4338603465226
4,619.8118853894356
4,613.6592209455366
4,619.4579635405343
4,625.9125793310723
4,614.7375520178506
4,622.6004471918683
4,616.1807190558006
4,618.4863052014339
4,620.8931555377425
4,616.8142284793485
4,615.1451994632037
4,617.7100099357949
4,622.3687669799732
4,612.2162790749876
4,614.3255649575881
4,616.1834745647432
4,625.5470469870861
4,621.3218663929395
4,617.1771689847179
4,616.5497536413554
4,615.3842298
4,619.5466995221009
4,618.4865176282528
4,620.4579965824161
4,621.2837302511782
4,618.9856930456071
4,620.222152
4,616.8032594924595
4,618.6429442714582
4,619.9745015317391
4,615.4692607489992
4,613.5123741212816
4,618.0316511072834
4,617.7987783456799
4,622.0544729146541
4,615.5725592786025
4,615.5088930763393
4,620.2163106163911
4,617.0913273754376
4,617.3895954994603
4,620.8026768687179
4,613.2477385453248
4,621.5915618119145
4,617.0407806
4,617.815362
4,618.1002637838368
4,620.3805346339108
4,619.7424224910739
4,617.2486599996613
4,618.5049890858704
4,619.9361046033564
4,620.7655504
4,620.1221854825491
4,623.1094635
4,621.0022526389769
4,617.9691539586308
4,619.6643240952079
4,615.1987763944253
4,617.5541397190866
4,622.4162891828772
4,616.6305227614066
4,613.5307041
4,617.0289738337473
4,610.8768044
4,622.2665969
4,619.119761
4,615.5653916
4,617.5429016962104
4,618.5632984
4,616.2396514472734
4,616.7136629265043
4,615.0265137191299
4,616.3976847231357
4,614.3255120294044
4,610.7852722783074
4,620.3094765174164
4,612.3867378092682
4,616.3552826811477
4,617.2932503205963
4,616.4450093377112
4,616.2814154121581
4,612.9015578
4,622.2541755494364
4,616.0574786470787
4,615.3397124398041
4,619.8393747480861
4,605.5449675642437
4,614.8555121923149
4,615.7028669248438
4,613.7923709009088
4,618.1883092557617
4,616.5079144800098
4,615.4112566226707
4,612.4088595140659
4,612.6285961878955
4,618.2541332234749
4,614.0988826647294
4,619.2653254203333
4,612.8252988247372
4,617.3766777936329
4,615.8081112196204
4,618.4375707828962
4,619.3185154869492
4,616.9752488917994
4,619.3643561393535
4,611.7329869648125
4,608.8628598070848
4,616.0144620913583
4,612.0823665195056
4,616.2584616756519
4,618.4220265246212
4,623.4992229796256
4,613.0186615466644
4,617.6847636672902
4,617.6183807767676
4,613.4729533502634
4,618.5460596096759
4,616.1946001601684
4,614.3003913534731
4,614.5997538
4,616.7165239458756
4,612.4892838
4,615.1508759617822
4,610.4380732489507
4,617.3283593
4,613.4949096481804
4,618.2145571327424
4,610.7356814637612
4,622.9233175129019
4,611.3245633
4,614.4697976107626
4,615.6269376904015
4,617.3258245
4,612.2923902444816
4,617.4076902425285
4,612.7289030757435
4,618.2719713107582
4,614.3839756946437
4,614.6846587492631
4,613.1698771488019
4,617.0954595
4,615.8466668660903
4,613.1469506848316
4,610.8477088200335
4,613.7647643046332
4,613.1357291284992
4,616.0191143
4,616.7999307091213
4,612.8159870003467
4,619.5555439711047
4,611.8871092962354
4,609.5176347
4,615.5082605947122
4,614.0029600415439
4,617.0714026689259
4,617.5821039798926
4,621.3765383505702
4,614.1452772034047
4,608.2475109363683
4,607.5160306870034
4,615.4981175924121
4,617.3227754522563
4,614.3749395785298
4,617.0133578586458
4,614.4098114865835
4,613.4102842677738
4,612.6406343237796
4,621.2687780158518
4,614.6494415907775
4,615.4792052
4,618.8360732952606
4,615.8858159291311
4,617.0943194270252
4,618.4952367115934
4,621.2815513091917
4,615.3646923971476
4,620.5818673699542
4,615.2041995809158
4,611.1823829809144
4,614.5823896254169
4,617.9158639548162
4,611.6355693037744
4,614.1035655364361
4,612.7655881
4,614.3509028968685
4,616.5320242656356
4,610.7973470871536
4,616.8053701
4,612.7975892987791
4,615.3450812124676
4,618.8540488
4,613.8769655439629
4,616.3702768787238
4,612.5313234569671
4,616.6906105575938
4,616.0655345
4,613.8791012832188
4,619.8058929
4,612.6294151412503
4,616.9592827250415
4,604.7288756072794
4,619.4031921643344
4,613.6488502110527
4,613.9372987778088
4,618.7553052
4,612.3352207735287
4,620.6332691199989
4,616.6221768
4,615.5604411404034
4,607.2478703063825
4,615.4586763275122
4,616.4303149460137
4,616.5104869536045
4,617.201738
4,610.5640237
4,616.8539959065624
4,614.9677778
4,616.1189136029061
4,620.0320614873931
4,614.0417622918005
4,616.8476130793376
4,623.9064539901063
4,612.6158743177238
4,612.1933284
4,620.1477187308643
4,618.6724963644855
4,613.9602310235209
4,614.4228670560533
4,614.5066086
4,613.2926488979431
4,617.9903533677169
4,616.2002700304982
4,616.7027238158477
4,610.3627626551096
4,616.9452888847984
4,607.2422903909896
4,609.3101005
4,616.0153346792504
4,611.0857963496876
4,610.1859303174288
4,612.8337399532321
4,611.8324059
4,616.3004563
4,617.3173819227987
4,618.2714218525537
4,613.8100981732438
4,615.1692385554295
4,615.6211253
4,612.7436073801567
4,618.9092619223818
4,613.0368792114135
4,612.7471440040362
4,615.1386857777765
4,612.3921990266887
4,610.8902176797538
4,615.1374981662916
4,610.1787129557644
4,612.3345925119843
4,612.9218260104572
4,615.9789548022301
4,619.4774503570325
4,616.3766819142689
4,615.1397510754155
4,613.1572332157084
4,611.3035958372262
4,619.0328924341594
4,611.1526431812688
4,618.361439
4,604.9646220177863
4,614.0121622942229
4,615.2219211118694
4,613.4354891
4,608.2942114989862
4,621.4695323146524
4,615.5095217413997
4,615.4677402167707
4,613.4722295297341
4,611.6590083
4,617.6566400853061
4,614.4191200970588
4,617.9811567850913
4,612.1985297
4,614.3928325176436
4,614.9099242531679
4,618.9311592350315
4,619.7679497645528
4,619.7912832260247
4,607.7394442681551
4,617.3679318613887
4,618.4864863910653
4,613.5069564319535
4,620.9273152390597
4,612.9418678628034
4,616.2790340761373
4,611.1185495110035
4,615.0526964146304
4,617.2903719307546
4,615.6800604881522
4,619.6407942990742
4,612.6645335
4,615.1461887376965
4,615.5821429
4,620.3585187347234
4,612.9158094229248
4,613.9613795501248
4,619.0461821638302
4,619.0700026982792
4,617.7009837451182
4,613.0550123540086
4,619.0610803394272
4,615.5809482521456
4,614.4127176012587
4,613.6131302279766
4,613.9284152727273
4,613.4738248136714
4,616.0211527783297
4,617.3102706232222
4,615.8879510496554
4,613.4462092123281
4,612.7072169493244
4,617.9198594423261
4,613.5247827302678
4,616.6624857496694
4,611.6369690898802
4,613.4286814530914
4,612.7667814391136
4,616.1114265466591
4,616.8426858665644
4,615.4309979678221
4,611.8766923475534
4,612.3002252743178
4,614.1640623459487
4,611.7797458384799
4,613.2849381649745
4,614.4727536617128
4,610.1820750157875
4,615.2509053563547
4,613.4373689938232
4,611.0706181272334
4,617.3574438830007
4,617.9164631911517
4,611.1497841
4,615.6418799741995
4,613.9902233842128
4,618.1387780033898
4,615.7241099153639
4,614.1185156
4,611.8805819857903
4,614.5946264728962
4,612.3575731884398
4,611.8565582
4,614.0075719586149
4,613.0056391057169
4,616.5725275455596
4,609.8812179198718
4,612.8019682349883
4,613.5181060376419
4,613.2855162580363
4,609.2039450061902
4,616.4903432594215
4,612.5880440251627
4,616.1664991652626
4,617.4885917093309
4,615.2572293662868
4,614.6527624980265
4,613.2607175390507
4,613.3878394133001
4,617.3076589474235
4,617.8195152446866
4,616.7551529683163
4,611.2945393406399
4,614.5251633
4,613.6966737588119
4,615.9294868114446
4,614.7173816515083
4,613.1925450689076
4,612.0519257076548
4,614.4733557167191
4,618.4229469236249
4,615.9369614874632
4,619.1035086387027
4,613.3287457839226
4,618.6862013464445
4,616.0860983864875
4,614.2524674374635
4,608.1861828943356
4,611.6806766139712
4,612.2153192
4,616.0697148
4,615.0921845
4,613.5098053282936
4,615.9565251
4,614.2218991262329
4,616.4407215354652
4,612.5185129842115
4,615.1227925564168
4,612.7217487732858
4,613.1644118848102
4,612.1074263177497
4,617.9781919335011
4,617.6391496141147
4,613.2960799207892
4,613.9510512931778
4,617.6624622168007
4,621.5902745620892
4,611.8766865781344
4,614.4116647117479
4,614.1757171758909
4,614.3756556638994
4,609.6716646403491
4,614.1443853441881
4,620.4060075
4,610.8252500406793
4,614.3161621243022
4,619.7765120468842
4,615.4621864940435
4,614.1931492238695
4,616.7672889
4,611.0508362427609
4,617.354525
4,616.0878110730479
4,614.3149789796669
4,610.8624239402502
4,614.4929019431733
4,614.8486838139613
4,614.8367696358985
4,612.7322779522997
4,607.0321116417241
4,615.1645080058313
4,617.7824745821805
4,614.6176811548726
4,614.2994368668062
4,622.6947431217513
4,613.3961210562637
4,613.8716733268916
4,615.0976782000673
4,613.5942166
4,614.1389006903461
4,624.8774695589657
4,611.9123619495355
4,606.6346250459823
4,615.1677393551289
4,613.0672347195143
4,619.3428005
4,618.1865259533664
4,615.8170598107888
4,615.3948213026264
4,611.3555390669568
4,617.1276292
4,616.1355819005253
4,611.1055615851517
4,613.5962933581947
