Load,Stiffness
4,614.71194401071
4,614.941729919415
4,621.484530469888
4,607.855433536345
4,616.270523385704
4,615.530400252765
4,620.122562970203
4,626.12224232673
4,625.200655128745
4,625.885569284131
4,633.032805383316
4,626.988073508889
4,626.606396991565
4,619.922990476381
4,634.17019165204
4,647.759089063388
4,649.169302869324
4,630.000005025952
4,626.712548266056
4,640.855831533781
4,637.097630228922
4,635.811492736125
4,634.888076632756
4,634.015839449806
4,645.693055497298
4,631.222099484389
4,633.323498285327
4,641.565825645034
4,642.570093829421
4,638.393660630962
4,640.045617472607
4,643.466008040555
4,634.738093980262
4,629.997047078594
4,641.54855061747
4,650.613447376787
4,627.791512268442
4,640.480859296503
4,646.72767521178
4,624.254268665298
4,634.051335265652
4,640.913714211255
4,647.175295044319
4,644.895726881194
4,628.324623281892
4,639.782575218644
4,637.435299239206
4,644.135107300793
4,643.238472283274
4,634.537570476817
4,643.33917592989
4,635.849885950802
4,636.884460570805
4,644.794219172678
4,625.500067394375
4,636.694034164704
4,645.74084194166
4,632.712563141344
4,634.678448871737
4,634.683875360566
4,639.781996329181
4,643.002824206818
4,632.010999495925
4,639.873599940773
4,635.913875886248
4,642.176802939689
4,642.456902052722
4,631.97017825247
4,633.617324215967
4,637.623397777852
4,633.671953296766
4,637.039623420882
4,644.750779893181
4,634.458507931109
4,632.681618949301
4,656.690646775421
4,624.743432069847
4,641.22014037882
4,624.937443578695
4,631.460504459513
4,643.321154032249
4,642.041143506319
4,625.688611166437
4,635.55861472307
4,643.030781729961
4,641.851761417457
4,636.892291883576
4,643.032312729027
4,655.450069816465
4,638.064245004754
4,627.699559448099
4,637.448145225161
4,641.130430415075
4,642.718756625937
4,639.654586879235
4,636.495750758987
4,628.495556340656
4,639.133689405533
4,641.468464818049
4,630.963320596709
4,646.848419338838
4,634.105162322062
4,640.499605634825
4,642.790910532845
4,636.922793728938
4,659.684909405383
4,627.328199785815
4,640.299421515239
4,643.010549767274
4,638.085516892334
4,636.023212887347
4,636.944986700492
4,641.176673324901
4,629.979459765129
4,632.365181711204
4,638.114987691168
4,635.625307561974
4,646.557200386007
4,639.262499354854
4,640.726256789515
4,630.443408661673
4,645.477824398632
4,642.491768806471
4,639.745479142719
4,643.041234416504
4,642.197692009912
4,650.465925661399
4,637.654590891654
4,645.816110011152
4,624.41836583623
4,631.283890754042
4,642.170054450618
4,623.018289740948
4,627.379894493679
4,640.224784054572
4,644.373579189692
4,639.463998084982
4,635.375649135221
4,637.694091095655
4,638.452256727428
4,640.735837204421
4,640.905797219295
4,650.681501863981
4,635.653695158766
4,639.789946349777
4,650.449527522415
4,643.272845957449
4,641.347123115878
4,640.862774281729
4,639.343610940443
4,637.691564258702
4,643.738203096585
4,648.856125075086
4,621.369811073264
4,638.737345663407
4,644.978986610619
4,620.12157548577
4,636.121600168255
4,636.964415236299
4,638.955467582358
4,636.525997877671
4,640.993134668276
4,627.773001031786
4,642.690006747827
4,632.393039347034
4,629.693387476501
4,624.673323542425
4,641.956297771677
4,634.011994700309
4,643.067973613892
4,637.932693736911
4,640.594902989276
4,642.542215525483
4,637.415005294336
4,642.619352601089
4,633.880987904809
4,631.97107751319
4,629.252790577587
4,638.945931957641
4,640.694187758655
4,629.480109464059
4,632.134004721578
4,653.090920818309
4,637.975340218968
4,642.537230461961
4,641.460853785757
4,627.154611309508
4,640.085765629906
4,639.028047491512
4,639.035815997955
4,648.134442253084
4,642.693963469126
4,630.495244808884
4,632.743726905779
4,641.493321118242
4,642.07555523909
4,628.762881875477
4,642.019078606938
4,639.759812960133
4,641.006413777795
4,650.909094375415
4,648.954843747832
4,652.427823734078
4,628.823291238685
4,633.349303122177
4,640.991848343643
4,637.056666459448
4,639.189454050054
4,635.738398082707
4,634.585172854131
4,640.232113374312
4,638.510369253748
4,636.318579590667
4,650.663759740336
4,631.4883167765
4,641.003452647759
4,637.327727539465
4,627.96497258409
4,617.766835144819
4,626.468413316553
4,637.548761557109
4,641.064932069664
4,637.588065276618
4,627.3117233179
4,625.278556648999
4,640.890636792431
4,639.928763485986
4,624.253466317969
4,630.611222618946
4,633.521849824861
4,633.218123122113
4,647.135549896849
4,654.693724957576
4,637.793421227893
4,638.395469542085
4,640.635445637516
4,635.725213462962
4,622.498712470565
4,621.352266951772
4,631.39373379683
4,640.406608432764
4,634.335484891209
4,638.442145855371
4,640.725714948313
4,630.050595043807
4,651.926188357171
4,636.19784484052
4,631.458965082048
