Load,Stiffness
4,576.6766346
4,588.1881445
4,581.1882289
4,592.2038786
4,583.6471055
4,590.3444266
4,594.9509826
4,589.1853169
4,585.9131064
4,590.2824884
4,581.876651
4,599.0978421
4,590.0901324
4,576.1111664
4,592.5677542
4,588.0471097
4,592.8935162
4,607.1538841
4,597.800675
4,583.8596078
4,585.9810865
4,588.7115002
4,580.3866234
4,580.3863388
4,595.5263511
4,596.5355235
4,594.0166978
4,602.0281625
4,587.6348709
4,589.7118951
4,593.7706374
4,597.1167415
4,588.488162
4,589.8682076
4,606.2548552
4,608.8085253
4,602.6813915
4,592.6016552
4,608.9748299
4,610.2617325
4,603.3920727
4,595.7060748
4,599.0393237
4,602.5804215
4,610.9582335
4,595.829481
4,612.1510103
4,604.6026856
4,595.9267503
4,621.0063491
4,603.679767
4,610.03384
4,602.466539
4,606.9755948
4,609.2248727
4,604.9918006
4,614.9425444
4,616.4413681
4,618.5406972
4,597.8621566
4,612.9745242
4,607.370672
4,621.4068062
4,599.7251225
4,609.0872294
4,611.6402858
4,610.9569564
4,618.0734475
4,614.1271928
4,612.219005
4,623.0111558
4,603.3245156
4,608.5879981
4,615.1062806
4,601.4412307
4,613.5548029
4,623.1139421
4,615.0989945
4,605.1551532
4,616.8360625
4,615.8465637
4,609.5263812
4,596.0026609
4,609.1117507
4,604.1693329
4,621.0388605
4,618.573418
4,607.0895249
4,622.9730735
4,612.7821294
4,610.7188221
4,614.8995729
4,617.3476193
4,603.1850017
4,611.2683572
4,612.1340279
4,614.1024239
4,629.6835819
4,608.3182898
4,619.5851799
4,629.9926838
4,604.2584342
4,616.7481019
4,615.3559245
4,614.8333982
4,612.2798158
4,616.0996468
4,613.4997824
4,612.5872952
4,612.7824644
4,613.080517
4,612.3157487
4,614.8806209
4,622.8521856
4,610.3087848
4,614.2646683
4,612.6037498
4,617.3002941
4,610.4274459
4,612.3672382
4,613.8312681
4,612.3297027
4,611.3380865
4,611.8592468
4,613.461899
4,615.4834366
4,613.6100041
4,615.8276632
4,616.7555077
4,613.3780912
4,614.7238511
4,616.5258902
4,613.9144183
4,615.2714615
4,616.8590507
4,613.5147123
4,614.6891326
4,612.1748764
4,617.1112415
4,617.2542245
4,617.7906467
4,617.2384794
4,617.7576052
4,611.7976857
4,618.5566292
4,617.8126631
4,617.0728836
4,616.7448595
4,614.7041212
4,614.7748575
4,612.0131376
4,613.6733255
4,611.4865263
4,610.1948134
4,608.9110421
4,614.2269806
4,615.7071084
4,613.5078273
4,615.6041363
4,613.9640541
4,614.2490518
4,615.8561535
4,615.581321
4,612.9769866
4,612.5106972
4,617.6156496
4,615.4220677
4,613.6274653
4,613.4427443
4,611.9985004
4,613.3501101
4,613.9270771
4,610.375447
4,615.2714701
4,613.0558964
4,616.041046
4,615.7979052
4,612.5624069
4,616.4738471
4,613.3850873
4,619.4551162
4,610.3363419
4,621.9869943
4,615.6210595
4,627.3058769
4,604.825381
4,606.0876185
4,608.2277439
4,608.1102502
4,603.5702098
4,614.0299939
4,605.7822578
4,610.2535833
4,619.4389372
4,618.3574233
4,619.899271
4,622.9635135
4,631.6616717
4,612.0278822
4,616.8191843
4,628.0820835
4,624.6784665
4,604.0829921
4,612.5898584
4,614.8638241
4,619.5445989
4,622.7857853
4,605.3251485
4,609.2898412
4,606.733998
4,626.2857619
4,621.5459416
4,635.5140453
4,612.6788498
4,590.8863297
4,615.3640442
4,602.4021391
4,610.8210165
4,616.26266
4,610.6556422
4,623.4006947
4,616.4448242
4,623.9403749
4,598.6319718
4,605.4836826
4,619.8399924
4,593.9233756
4,611.6279238
4,612.2565034
4,611.7079823
4,632.9933746
4,614.4196407
4,619.8001684
4,618.7324963
4,616.4003881
4,604.2198395
4,607.2267447
4,610.564419
4,613.6721359
4,601.6182427
4,613.695428
4,618.166833
4,617.1811384
4,617.3307686
4,614.9017551
4,613.2603579
4,616.0681887
4,623.9163191
4,616.3269706
4,617.8717264
4,607.0730187
4,607.7190382
4,616.9522186
4,613.3538531
4,617.2194193
4,611.7250443
4,610.883729
4,604.0724279
4,625.656006
4,616.5100107
4,622.486206
4,610.275689
4,611.1315797
4,626.0499334
4,621.1565774
4,616.1437783
4,627.4350198
4,617.9915851
4,613.9609291
4,616.6486271
4,630.1939198
4,608.8205592
4,607.5725267
4,623.9565751
4,609.5545007
4,609.5249359
4,612.4836849
4,604.5250459
4,619.5067816
4,607.4746372
4,628.9537729
4,606.074116
4,617.7026713
4,623.8597822
4,609.6627368
4,611.8078348
4,615.3103976
4,628.786525
4,614.2506413
4,607.4325567
4,622.8004528
4,619.9405832
4,611.3416222
4,624.6851946
4,607.9480161
4,609.3661648
4,618.0436073
4,608.4903926
4,615.4481609
4,615.4127431
4,618.3908598
4,620.4131845
4,633.3695436
4,624.8224539
4,617.7040361
4,611.2687708
4,619.000799
4,619.6829552
4,610.3315114
4,611.0078798
4,601.042974
4,589.3880374
4,607.0803632
4,615.3366513
4,626.6590827
4,623.4003885
4,605.9741822
4,604.3960755
4,596.9278133
4,624.7605456
4,611.1498658
4,620.3504815
4,624.2141468
4,613.1604925
4,626.326188
4,608.1822114
4,619.5698159
4,620.5101804
4,608.2251841
4,613.1650746
4,617.0559603
4,615.6161017
4,609.9778146
4,617.524904
4,615.9747214
4,613.8754849
4,612.0054097
4,614.6176315
4,614.527866
4,612.1082068
4,610.3577221
4,615.5202578
4,611.0187209
4,616.3246122
4,617.2148686
4,610.484668
4,608.9449572
4,610.5899189
4,610.7032255
4,617.002652
4,615.7507889
4,606.3853275
4,611.5069822
4,611.7041618
4,608.1272992
4,623.11788
4,623.3012312
4,619.0081153
4,606.7423291
4,608.2188328
4,610.2219874
4,611.8298989
4,622.4802726
4,617.6709286
4,620.8278028
4,608.6968862
4,623.7490369
4,607.1466139
4,615.9057149
4,610.9353826
4,608.8283588
4,610.6210863
4,621.6745028
4,611.4437996
4,604.7139166
4,606.5165895
4,623.1645196
4,621.9455325
4,617.9313256
4,619.8368113
4,613.379325
4,610.4642961
4,613.2356242
4,590.8659284
4,612.537414
4,610.6646109
4,610.3718358
4,603.0191128
4,603.1864801
4,597.65897
4,598.8457144
4,611.2343504
4,611.3229988
4,620.9390753
4,605.9178553
4,612.4663923
4,619.2495377
4,617.6686936
4,601.6883692
4,612.6817024
8,609.9234225
8,629.5134062
8,625.4915442
8,623.7555261
8,624.9685391
8,624.2256006
8,617.7223441
8,619.5221348
8,625.7554207
8,619.8006041
8,615.5475841
8,619.2239766
8,621.4096181
8,625.255054
8,621.5405321
8,620.1058287
8,623.9119898
8,616.7379733
8,622.7049027
8,613.0634068
8,617.9334513
8,617.7927509
8,618.119538
8,615.7358222
8,617.5484562
8,616.5282548
8,621.7072703
8,616.3873719
8,610.5740009
8,615.8700346
8,625.4774279
8,619.9400129
8,613.7948938
8,621.4269936
8,619.2817238
8,618.770306
8,619.83138
8,618.3890352
8,616.0006098
8,616.2960988
8,616.9386481
8,616.1944858
8,616.0626747
8,619.5636812
8,616.0749261
8,617.0480815
8,616.3779377
8,619.8092094
8,615.3180407
8,616.7186673
8,620.6431362
8,617.3447717
8,615.3140141
8,621.1019507
8,617.184984
8,614.5422848
8,615.3364647
8,616.6771988
8,623.7009346
8,615.661754
8,617.315284
8,616.5339875
8,615.9016693
8,611.0658523
8,619.5593179
8,619.6458104
8,612.6031072
8,617.3524519
8,613.7486866
8,611.2984168
8,623.0587013
8,615.9004442
8,615.6954619
8,603.3191165
8,612.1293312
8,618.6827405
8,614.5151646
8,618.9113908
8,616.9486351
8,613.7359414
8,615.6407289
8,616.7243691
8,615.9098186
8,611.5479647
8,616.4673329
8,611.6716101
8,616.286947
8,613.1192298
8,622.9044206
8,615.8714669
8,610.7580775
8,613.7409093
8,616.2242794
8,615.5302932
8,617.0223892
8,619.6799518
8,618.4104622
8,614.6208309
8,619.7190819
8,618.8485701
8,614.9467931
8,610.5298254
8,624.711779
8,626.6160705
8,613.2665969
8,616.7143836
8,612.4516127
8,618.5359164
8,615.7650631
8,615.7162179
8,613.3150819
8,613.7015373
8,618.7453343
8,609.6983306
8,617.1141868
8,624.1308591
8,613.0252868
8,619.1860569
8,616.3773883
8,615.848239
8,612.8808743
8,616.5675956
8,615.2900279
8,619.1796163
8,618.3106507
8,625.3206512
8,615.3840794
8,615.7419027
8,611.278885
8,611.1176467
8,619.264053
8,622.0342872
8,620.3917741
8,612.5877675
8,620.02945
8,615.8513449
8,617.9832644
8,612.9550534
8,613.7003316
8,616.1641426
8,613.7170377
8,613.5545799
8,613.4390744
8,612.588559
8,613.4094034
8,620.5851451
8,611.0254107
8,610.4804769
8,615.7070974
8,623.3737353
8,619.1244897
8,617.6063118
8,613.7942657
8,618.8324839
8,614.0190356
8,621.9746944
8,620.9876431
8,616.403658
8,624.1676262
8,619.1267223
8,617.6467897
8,619.5740133
8,620.3757211
8,624.2799594
8,619.9858278
8,617.4024498
8,615.9852193
8,614.5317692
8,616.2299376
8,617.5143207
8,618.2412153
8,616.6567728
8,617.4869741
8,623.5294198
8,614.0680593
8,620.6542737
8,616.3928159
8,614.701801
8,620.6247938
8,617.7679021
8,617.110516
8,618.0016962
8,611.6539599
8,621.9111631
8,611.7319215
8,620.0131542
8,618.776046
8,615.6535006
8,625.1037332
8,616.6185597
8,613.9824068
8,618.3329504
8,617.6676202
8,614.6796479
8,618.5916916
8,617.4211118
8,620.740625
8,619.1875591
8,615.240914
8,609.4344672
8,-127.0040453
8,614.7411718
8,610.4962528
8,618.6544728
8,617.2859319
8,621.2890025
8,614.6192368
8,614.9488239
8,618.5875779
8,620.7533827
8,615.0556247
8,616.1236928
8,617.3070141
8,624.5012785
8,616.4836297
8,617.771722
8,630.0282588
8,619.3338965
8,616.2323359
8,629.2617822
8,622.5963633
8,617.8548465
8,619.3261763
8,612.7854104
8,621.6367889
8,613.4132689
8,620.3647917
8,614.5813056
8,626.0072565
8,615.6366302
8,619.7502772
8,619.1853224
8,618.6763855
8,615.8451034
8,613.8071804
8,618.9421503
8,620.4902796
8,620.4750852
8,620.5232181
8,616.4655866
8,617.0618519
8,615.5412254
8,616.856135
8,619.4303992
8,622.777026
8,617.6387453
8,620.7679797
8,616.1397473
8,621.7119368
8,621.4702162
8,616.8172222
8,622.3196374
8,615.5852783
8,620.8969083
8,618.7285214
8,612.9065719
8,616.4834046
8,619.0028853
8,622.949884
8,629.1272277
8,622.4754634
8,620.0401715
8,622.6027433
8,617.5020102
8,616.3647878
8,616.3304369
8,622.8844428
8,618.0919009
8,618.1478183
8,622.6222993
8,619.8053254
8,618.3923981
8,622.2443947
8,620.7376537
8,621.6032979
8,622.8100013
8,619.5876712
8,617.9627993
8,616.4034196
8,618.5428859
8,623.2933351
8,619.5042686
8,620.883956
8,618.8832582
8,622.1581026
8,619.3395226
8,618.7401274
8,619.8219458
8,618.4168768
8,619.5932633
8,619.4177693
8,620.6115276
8,619.339751
8,622.2840677
8,619.3651714
8,621.9337535
8,620.9397355
8,620.2481311
8,621.7886807
8,619.8150059
8,612.6630409
8,619.8850209
8,621.8193027
8,614.3318938
8,618.3993095
8,619.067567
8,613.9072748
8,623.1627661
8,628.2426784
8,624.4307458
8,618.8158949
8,618.8268817
8,619.3029414
8,617.6899614
8,617.1521954
8,622.5354362
8,628.9329096
8,625.4356291
8,617.7872427
8,621.3542062
8,616.9957311
8,620.0646074
8,622.5689803
8,617.4135458
8,622.6082554
8,618.77906
8,625.6592091
8,619.2864239
8,623.919577
8,618.3533093
8,615.2773766
8,609.6341827
8,617.6310146
8,614.8280354
8,621.1477329
8,616.6054454
8,622.6620638
8,614.1531209
8,623.460935
8,621.904783
8,620.9895965
8,623.6328384
8,626.2658854
8,619.7211824
8,620.7174006
8,622.5476352
8,625.5785406
8,621.5166614
8,621.9467824
8,620.7263073
8,625.8432767
8,625.7496858
8,616.9973542
8,624.748257
8,618.0596166
8,619.305971
8,623.6923992
8,622.9997395
8,622.9849375
8,621.9209415
8,619.3406861
8,623.8087665
8,620.428455
8,618.9232174
8,619.8120982
8,620.6368133
8,618.3981681
8,620.980072
8,623.4957348
8,622.2250738
8,621.1751735
8,618.0914772
8,620.3500187
8,624.7506157
8,630.2279681
8,626.6448097
8,623.6588562
8,623.4630339
8,622.5690265
8,621.6743078
8,625.8256033
8,623.6005408
8,624.575285
8,623.9002578
8,612.8999296
8,620.3692061
8,619.3082336
8,621.4273793
8,622.4940601
8,616.1173756
8,614.8360039
8,624.5458485
8,626.3756563
8,628.5738379
8,613.0358995
8,614.7470111
8,623.0818598
8,624.1902195
8,625.3046087
8,613.835154
12,-230.4743525
12,640.7374396
12,634.7190557
12,636.5072595
12,634.665121
12,635.0694349
12,630.7135771
12,635.2320933
12,632.3953847
12,633.9861965
12,633.7799558
12,633.9517096
12,633.2647833
12,638.4507481
12,634.6817941
12,632.6325119
12,639.2113926
12,637.157731
