Cycles,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15
4.4965229485396385,1.2468854166666574,2.988553055555542,6.569718611111114,4.519848472222236,5.180522361111116,1.538122499999993,0.786238472222216,6.632982777777784,2.3340677777777756,1.616211805555551,2.029279305555562,3.1347054166666624,3.900247361111127,4.07189708333334,3.9683108333333337,3.273389305555554
8.993045897079277,6.39326850717012,7.512781756937983,9.78626350330137,7.657660352316128,7.909025064479522,2.6285936766222875,2.193855538532951,10.90875397529146,5.844788924739504,4.164980488238925,4.219866391726001,5.201007236407719,6.3804860628804505,6.80126483751161,8.19031991230787,6.483814777416683
13.489568845618916,6.456010330973385,8.404053826859581,12.670205054420734,9.594206292492032,9.694469673798096,3.268352726194138,2.398609679472287,13.047629031130754,6.331898755158363,4.16729129197617,4.524378976774486,6.1265683738909615,7.719549441800808,8.214635974350045,9.263511194547647,7.591079409174114
17.986091794158554,7.42840270922315,8.819245000567406,13.453086722634936,10.002844452697843,9.902006542608063,3.2826298563396037,2.6474462332868995,13.293906981687826,6.8341597696275755,4.9203028113587095,5.0068396598834255,6.281702209661617,7.750121905008783,8.237789067548732,9.628395301867357,7.79115821337561
22.482614742698193,9.562726331760047,10.810824857113346,14.849782832714368,11.254673132931003,11.280576963401415,3.9618892393995466,3.435854074718854,15.168248209094173,8.661676927421851,6.54331090761373,6.380351689363465,7.623154627953184,9.244759611962266,9.850305713014535,11.94317799378419,9.547762045806223
26.97913769123783,10.271206315824372,11.388567229112283,15.219539830400464,11.373155454562237,11.298947273547924,4.249325489049511,3.8705231365233956,15.319172185030396,9.293178657941667,7.386577757439099,6.9552107590345145,8.056424699470185,9.473067646110621,10.163059891066467,12.73077170970214,10.006761578256004
31.47566063977747,10.737775943012991,11.666569099898112,15.833227116056719,11.684738107268146,11.58250200650599,4.490660190311289,4.245042599137257,15.957937795909373,9.646852151359226,8.05509137109253,7.367669331250653,8.30292304224055,9.485951646033243,10.212520848614986,13.155633170716015,10.230037018080026
35.97218358831711,12.265474418480693,13.229387499398172,16.98248731363273,12.75020706257095,12.61818409692134,5.240548815984027,5.032614125614693,17.08755037633685,11.051134991918588,9.417966311341516,8.49843791211012,9.479662216247135,10.607101621402052,11.46760128473295,14.93831338113418,11.59761847127649
40.46870653685674,13.464206239322209,14.474395630944997,17.835799417143846,13.553606727354804,13.43146165419634,5.877875698261612,5.708329917827285,17.916660123903796,12.23394373945115,10.581403276152884,9.452895429691537,10.507896134220587,11.522802239889643,12.459508064453729,16.291431042427547,12.637365871917837
44.965229485396385,15.00689432265554,15.587502103167196,18.537566444921623,13.697668477354796,13.674522904196323,6.43722417048383,6.579953778938403,18.574965401681567,13.34666596167338,12.04070977615288,10.465956929691544,11.240877773109489,11.815299073222974,12.825486897787073,17.30058759798311,13.270345205251175
49.46175243393603,17.513348181445366,18.048527579026086,19.99864974026363,15.145726665763931,15.135091773044962,7.612506826395318,7.888802495357474,20.088505261554673,15.497028136464479,14.28783880385329,12.27315725350769,13.103854849556399,13.456791353012505,14.601802475549363,19.75856761670795,15.113780412462546
53.95827538247566,19.061211045960988,19.60076207972247,20.858492105939888,16.00715900451354,16.076697975923338,8.654612112297514,8.987720194908675,20.733835680078357,17.096694236820383,16.107036129603827,13.738414863767687,14.6696381508563,14.70131183970392,15.940278940962543,21.479429948571152,16.420583451459805
58.4547983310153,21.025110767409473,21.769759517048357,22.664107203432934,17.655944770530255,17.668678254474884,10.032187655473003,10.349248997137103,22.158524426596472,19.153835685288357,18.209493678350356,15.493964418085213,16.699050908516483,16.459813900985267,17.844056879681204,23.860029892860865,18.309256014133865
62.95132127955494,22.266575434076145,23.129981350381712,23.563084231210695,18.603994937196944,18.51060264336374,11.191721266584118,11.519450747137093,22.500798676596474,20.50351743528836,19.805778345017004,16.76478772364078,18.158997602960923,17.493165817651914,18.992389101903427,25.33999039286084,19.50073043080053
67.44784422809458,23.475523684076137,24.498182794826135,24.551715342321813,19.62774557608583,19.39165756003041,12.312423377695218,12.618219552692658,22.8886894543742,21.821535657510566,21.362164567239233,18.00228430697412,19.638680297405372,18.51610581765192,20.14042265745897,26.699998226194197,20.642854319689434
71.94436717663422,25.629324086108483,26.90738456456208,26.95746354558665,21.760511588675115,21.315628331260257,13.806792109429871,14.038579893801575,24.73698916703046,23.91436735496316,23.37977727346852,19.728808637283322,21.765154020114323,20.402039022550696,22.171245413562986,29.03648387386542,22.5995375943817
76.44089012517385,27.021379419441814,28.459417925673165,28.37973074003108,23.11680725534177,22.49432249792693,14.986509914985426,15.174644532690444,25.612880222586,25.335567660518706,24.90420169013518,20.990926692838883,23.35981713122544,21.638660078106255,23.47691063578523,30.41309170719873,23.76346628882615
80.93741307371349,27.68262964166405,29.15497620345093,28.782386517808874,23.688359477563978,22.889297081260253,15.80696972054097,15.98473561602379,25.80435069480822,26.106186466074234,25.985090634579635,21.807802137283318,24.406610714558767,22.22228893921735,24.095573191340776,30.974232457198724,24.271351705492805
85.43393602225314,29.291918973140355,30.997605924899432,30.543584372962044,25.321440675335566,24.242267526942697,17.006491113298644,17.11741714805722,26.94280916277478,27.654327162453086,27.607345759927824,23.17814556346717,26.10747319366739,23.64637818712825,25.659204305546893,32.67154387781156,25.713883655353555
89.93045897079277,31.312707584251456,33.30506684156609,32.902252039628735,27.44541095311334,26.094414943609365,18.375502891076415,18.39818309250166,28.790902912774783,29.539204745786407,29.412553871038924,24.710251091244942,28.049659304778515,25.367351576017114,27.53917405554691,34.73713840558932,27.463148794242414
94.4269819193324,31.973317639961778,34.00833901426802,33.4174576663697,28.068791844478255,26.532724860043913,19.163245175198973,19.1678674100504,28.855260879348606,30.255742461663857,30.396878634270138,25.488279977038815,29.015412870238123,25.93180954259094,28.17564934802604,35.293637152107436,27.99726779145692
98.92350486787205,32.697636862184,34.86110170871248,33.95598136081412,28.722104344478254,26.977412887821686,19.933309341865645,19.92709288227264,28.909497296015275,30.934828989441627,31.417044912047913,26.242214199261028,29.966919453571464,26.471272987035377,28.806473320248244,35.86177537432965,28.53882190256803
103.42002781641169,34.57659585939848,37.02034310147016,36.16340517697009,30.634868494896068,28.641304002027795,21.138821486712438,21.047750236033075,30.622084231948435,32.614766398912394,33.063219925975474,27.646662611517314,31.698505915967004,28.072945716840366,30.578711370387538,37.836886237839394,30.224365161620966
107.91655076495132,36.011622331620686,38.70769043480345,37.77300378808124,32.093535078229394,29.86582783536116,22.150239986712442,22.009327374921973,31.769158148615105,33.98625320446794,34.45561650930884,28.79454672262841,33.139036721522544,29.284283772395952,31.936842731498615,39.30720232117275,31.47197438384316
112.41307371349096,36.36587068259564,39.084087134741594,37.83484867898187,32.34836720945816,29.911730162504426,22.73686659503803,22.61014850723395,32.27074192213723,34.31233597125842,35.171196237179444,29.28905708892367,33.718260461309,29.49070990215455,32.20369785862644,39.519145372550014,31.675984379587533
116.9095966620306,37.32953353961622,40.28290639564631,38.87791738379505,33.34667178182707,30.64479003194313,23.52857198586606,23.371537386180727,32.73658725126376,35.209406975755684,36.32560562008666,30.198681421567116,34.789611752527634,30.33664939920564,33.18723287411018,40.51908565802643,32.54313191269472
121.40611961057024,39.21475226183844,42.595872617868565,41.23364068935061,35.34271050404931,32.35556419860981,24.67726726364385,24.464288886180746,34.593599834597086,36.929612336866796,37.9728411756422,31.625087393789315,36.4960335303054,31.966517788094535,35.0075041241102,42.54678715802643,34.244774579361376
125.90264255910988,40.09524680710305,43.72849727849996,42.02089462303985,36.08071595785617,32.83400801832508,25.421653049855543,25.245386986691422,34.79701377834513,37.53754149386157,38.82633280926957,32.29592262452286,37.26510146724445,32.448683214201,35.55035948684616,43.00182597340867,34.679904325569964
130.3991655076495,40.44047601849272,44.1360605339936,42.062554961325276,36.22654434287631,32.87925201561694,25.912089564247374,25.787593383627346,35.339692540647775,37.66460390573093,39.353056976864735,32.640149712111835,37.62752482603426,32.448904716986505,35.56862833070255,43.12754560920254,34.712121430181526
134.89568845618916,41.62905696301456,45.386420461105956,43.50345743316058,37.43145138427212,33.97022074696943,26.668598862916518,26.484757134865355,36.46570689920546,38.73149500353347,40.45755780671618,33.61461711918396,38.75808702457962,33.52719471180234,36.735992203729495,44.389847196868885,35.83457653247183
139.39221140472878,42.99289607164965,46.89442355302796,45.18647570614107,38.89495169067882,35.313605621621264,27.542094378236847,27.294707886954505,37.949147651294595,39.96049959963375,41.61159209640978,34.649477815562776,39.99072861232335,34.71169629954608,38.01044081097183,45.84624399352626,37.07898550183117
143.88873435326843,43.09061571053854,46.938205580805715,45.330110345029965,38.89550669067884,35.44200687162126,27.878352156014635,27.662030859176717,38.47290731796127,39.97650162741152,41.88034206863202,34.88797264889611,40.19448872343446,34.75308838287941,38.092926116527366,46.06242154908179,37.153278085164516
148.38525730180808,43.424397742953204,47.28466349703797,45.476794651374405,39.130416822562864,35.53576365925295,28.26052075072993,28.075836555399924,38.72342304211742,40.11517345581444,42.268215045943265,35.252403838342275,40.55459941039854,34.89518493732146,38.21187666522718,46.064900646823816,37.24443641152109
152.8817802503477,44.90580849295321,48.94883958037127,47.27338312359666,40.620746322562866,36.83253127036403,29.041423722952153,28.81317063873326,40.22587131989516,41.32971165025887,43.34598890705438,36.32288092167562,41.7931198826208,36.183589076210325,39.55396233189387,47.55305375793492,38.507578828187775
